iter	MultiClass
509	0.08279653286
510	0.08278419649
511	0.08276626421
512	0.08272132266
513	0.08267873764
514	0.08262400701
515	0.08260474552
516	0.08258202443
517	0.08256943521
518	0.08254256536
519	0.08252667783
520	0.08250091686
521	0.08243310381
522	0.08240962135
523	0.08236894672
524	0.08233239936
525	0.0823069658
526	0.08228758115
527	0.0822729004
528	0.08224561535
529	0.08220107459
530	0.08214979988
531	0.08212803493
532	0.08210880132
533	0.08209014162
534	0.08207126907
535	0.08205714408
536	0.08202631268
537	0.08200244697
538	0.08192657629
539	0.08191064027
540	0.08189065923
541	0.08186251123
542	0.08183557343
543	0.08178179122
544	0.08175989516
545	0.08173956897
546	0.08171906538
547	0.08170796251
548	0.08169287849
549	0.08167483269
550	0.08163888447
551	0.08162410981
552	0.08160084133
553	0.08157997034
554	0.08155349193
555	0.08149591449
556	0.08147951076
557	0.08146018839
558	0.0814352693
559	0.08141888419
560	0.08139249247
561	0.08137299231
562	0.08135821581
563	0.08133560306
564	0.08127045384
565	0.08124457366
566	0.08121715926
567	0.08120227021
568	0.08118825448
569	0.08116699923
570	0.08114548472
571	0.08110558067
572	0.08108996592
573	0.08107384598
574	0.08106032955
575	0.0810421396
576	0.0810227271
577	0.08099880926
578	0.08098546198
579	0.08096475761
580	0.08095468858
581	0.08093924925
582	0.08091402558
583	0.08089292855
584	0.0808603649
585	0.08085113112
586	0.08082790251
587	0.08080651838
588	0.08079095266
589	0.08075827312
590	0.08073789775
591	0.08072280145
592	0.08068814921
593	0.08066367556
594	0.08063971241
595	0.08060562937
596	0.08056436078
597	0.08054908261
598	0.08051747117
599	0.08048976331
600	0.08046211934
601	0.08044827618
602	0.08042326806
603	0.0804014467
604	0.08037913871
605	0.08036701956
606	0.08033281225
607	0.0803136154
608	0.08028487476
609	0.08027458817
610	0.08023882579
611	0.08021551419
612	0.08019773187
613	0.08016847914
614	0.08014546951
615	0.08012933361
616	0.08009474621
617	0.0800794026
618	0.0800683301
619	0.08005557043
620	0.08003795091
621	0.08001906999
622	0.07999741171
623	0.07995546474
624	0.07993996374
625	0.07992233337
626	0.07990267714
627	0.079865555
628	0.07984432752
629	0.07982571457
630	0.07980687525
631	0.07979057767
632	0.07977366241
633	0.07974740268
634	0.07972793304
635	0.07970361373
636	0.07969125044
637	0.07967432813
638	0.07965039543
639	0.07963939623
640	0.07962359737
641	0.07961473675
642	0.07959365776
643	0.07957792412
644	0.07954722415
645	0.07953392218
646	0.07951494771
647	0.07948144174
648	0.07945211006
649	0.0794310509
650	0.07941075516
651	0.07939616488
652	0.07938208163
653	0.07935865361
654	0.07933312296
655	0.07931809363
656	0.07929680462
657	0.07927435034
658	0.07924863723
659	0.07922685741
660	0.07919143214
661	0.07917585403
662	0.07915504254
663	0.07913654686
664	0.07911746687
665	0.0791030584
666	0.07908655921
667	0.07904480483
668	0.07902932075
669	0.07897609603
670	0.07896424912
671	0.07894793559
672	0.07893192237
673	0.07890798824
674	0.07889193092
675	0.07887936387
676	0.07884797681
677	0.07883496412
678	0.07881771698
679	0.0788022671
680	0.07879469906
681	0.07877318908
682	0.07874949866
683	0.07873818989
684	0.0787274973
685	0.07871250131
686	0.0786931547
687	0.07866842266
688	0.07865420082
689	0.07862853686
690	0.07861453286
691	0.07860328424
692	0.07858411232
693	0.07856775523
694	0.0785469473
695	0.07851856923
696	0.07849238038
697	0.07847376909
698	0.07844469474
699	0.07843323991
700	0.07841642873
701	0.07840157337
702	0.07838753885
703	0.07837730807
704	0.0783658342
705	0.07833869418
706	0.07831733708
707	0.07829853027
708	0.07825664829
709	0.07822753935
710	0.07821187263
711	0.07819699846
712	0.07818731394
713	0.0781778251
714	0.07816574061
715	0.07814456365
716	0.07813480231
717	0.0781203562
718	0.07808149726
719	0.0780637804
720	0.07804194622
721	0.07802148867
722	0.07799732071
723	0.07797724406
724	0.07795874922
725	0.077938161
726	0.07790999268
727	0.07789908052
728	0.07788534364
729	0.07785959121
730	0.07784030441
731	0.07782298469
732	0.0778053241
733	0.07777794131
734	0.07776306148
735	0.07775031559
736	0.07773510462
737	0.07772130128
738	0.07768836179
739	0.07767517757
740	0.07766267039
741	0.07764308984
742	0.07762399421
743	0.07760430464
744	0.07758812485
745	0.07749520755
746	0.07748037228
747	0.07746224991
748	0.07745133013
749	0.07742577278
750	0.07738468831
751	0.07736969169
752	0.07735855301
753	0.07734551571
754	0.07732833198
755	0.07731333071
756	0.07729639924
757	0.07728036085
758	0.07727236232
759	0.07723528999
760	0.07722097141
761	0.07720929257
762	0.07719218522
763	0.07716240823
764	0.07715124978
765	0.07711041864
766	0.07709817299
767	0.0770817383
768	0.07706817672
769	0.07705005981
770	0.07702933359
771	0.07701092114
772	0.07699870819
773	0.07692233242
774	0.07691477201
775	0.07689536501
776	0.07686212837
777	0.07685354596
778	0.07683363961
779	0.0768161295
780	0.07680068156
781	0.07677421388
782	0.07674875519
783	0.07672643956
784	0.07671879343
785	0.07669967495
786	0.07668371393
787	0.07666965153
788	0.07665587456
789	0.07664397899
790	0.07663150367
791	0.07661320343
792	0.07660274964
793	0.07658028231
794	0.07656518833
795	0.07655212495
796	0.07652261403
797	0.07650612524
798	0.07648327562
799	0.07647515452
800	0.07645856229
801	0.07643615171
802	0.07640345545
803	0.07639418131
804	0.07637272007
805	0.07634570527
806	0.07633472467
807	0.07632643881
808	0.07631346771
809	0.07629464016
810	0.07628361839
811	0.07626504672
812	0.07625457589
813	0.07622625639
814	0.07620468645
815	0.07618746156
816	0.07617181615
817	0.07615237715
818	0.07612591579
819	0.07611013442
820	0.07609981584
821	0.07607788989
822	0.07604466369
823	0.07602042973
824	0.07599525442
825	0.07598224043
826	0.07597070698
827	0.0759335198
828	0.07590892455
829	0.07589012934
830	0.07586403328
831	0.07583416638
832	0.07581881735
833	0.07580492527
834	0.07578780066
835	0.07577170146
836	0.07575394608
837	0.07573324044
838	0.07571753195
839	0.07570177817
840	0.07568946845
841	0.07568039275
842	0.07565576573
843	0.07564508138
844	0.07562952426
845	0.07561908584
846	0.07560908812
847	0.07559246079
848	0.07558267249
849	0.07555714796
850	0.07552801586
851	0.07551307795
852	0.07550584004
853	0.07547598149
854	0.07545604713
855	0.07538122994
856	0.07536600321
857	0.07535521507
858	0.07534112317
859	0.07532023219
860	0.07530611525
861	0.07529599583
862	0.07527824831
863	0.0752719513
864	0.07525394587
865	0.0752388777
866	0.07523083768
867	0.07522483558
868	0.075209129
869	0.07519579627
870	0.07518246507
871	0.07515652531
872	0.07512922644
873	0.07511737236
874	0.07510605404
875	0.07508988237
876	0.07506752451
877	0.0750547918
878	0.07504567406
879	0.07502998971
880	0.07501901526
881	0.07500720823
882	0.07498620574
883	0.07497715876
884	0.07495136772
885	0.07493908122
886	0.07493236035
887	0.07491313795
888	0.07490262201
889	0.07487953133
890	0.07487057798
891	0.07485876239
892	0.07484735303
893	0.07482683016
894	0.07481214102
895	0.07479502486
896	0.07478179633
897	0.07477029007
898	0.07476103135
899	0.07473635943
900	0.07472808968
901	0.07471441543
902	0.07470804744
903	0.07469633841
904	0.0746844981
905	0.07467115534
906	0.07465881497
907	0.0746366389
908	0.07461572113
909	0.07459875409
910	0.07458315535
911	0.07456794409
912	0.07453841996
913	0.0745285613
914	0.07449336454
915	0.0744844418
916	0.0744559631
917	0.07443345136
918	0.07442366759
919	0.07441082706
920	0.07440249309
921	0.07437600532
922	0.0743538019
923	0.07430972284
924	0.07430380926
925	0.07429250569
926	0.07426550362
927	0.07425808207
928	0.07425545829
929	0.0742334517
930	0.07421892092
931	0.07420245993
932	0.07419034371
933	0.07417646114
934	0.07416655875
935	0.07415517243
936	0.07413903179
937	0.07410035827
938	0.07408541476
939	0.07406781018
940	0.07404412311
941	0.07403525235
942	0.0740265799
943	0.07400955143
944	0.07397576007
945	0.07396269129
946	0.07394810464
947	0.07393290185
948	0.07392144442
949	0.07390190731
950	0.07388950518
951	0.0738756172
952	0.07386549445
953	0.07385893916
954	0.07385079712
955	0.07382146511
956	0.07380862914
957	0.07379244904
958	0.07377705122
959	0.07376479846
960	0.07375199657
961	0.07374047763
962	0.07372618487
963	0.07371550341
964	0.07369723092
965	0.07368542705
966	0.07366720048
967	0.07365992281
968	0.07364290243
969	0.0736239338
970	0.07361518576
971	0.07360909732
972	0.07360108128
973	0.07358847624
974	0.073577716
975	0.07355703916
976	0.07350665431
977	0.07349203881
978	0.0734851556
979	0.07347355231
980	0.07346128836
981	0.07344796497
982	0.07343737285
983	0.07342527757
984	0.0734185976
985	0.07340825388
986	0.07340267313
987	0.0733903279
988	0.07338252476
989	0.07337502358
990	0.07335831621
991	0.07334718166
992	0.0733244914
993	0.07329437576
994	0.07328440165
995	0.07327189937
996	0.07325640725
997	0.07325127665
998	0.07323639536
999	0.07321589352
